        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.1417222120456796E+01        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00       -0.3774784179637864E-02        0.1349925972809879E+01        0.0000000000000000E+00        0.0000000000000000E+00       -0.4000000000000000E+00       -0.4000000000000000E+00       -0.4000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.2700000000000000E+01        0.2700000000000000E+01        0.1593600213527679E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.2000000000000000E+00        0.4130133018219686E-02        0.2668074313838540E-01        0.1417208531978917E+01        0.2699851945619759E-01       -0.6519806970826233E-07       -0.5546067491115664E-05       -0.7549568359275729E-03        0.2699851945619758E+00        0.3650299881240344E-05       -0.3952016778506655E-02        0.1214934428201786E+01       -0.7549568359275729E-03        0.2699851945619758E+00       -0.3999999999999957E+00       -0.3999999999200960E+00       -0.3999999996827108E+00        0.0000000000000000E+00       -0.5957667718917436E-03        0.2695189411600264E+00        0.2700000000000000E+01        0.2700000000000000E+01        0.9366996586322784E-02        0.1000000000000000E+02        0.0000000000000000E+00
        0.4000000000000000E+00        0.1611124884312792E-01        0.1040543420140323E+00        0.1417115687886943E+01        0.1052942469326285E+00       -0.1550134900473298E-06        0.3983645868632571E-05       -0.1545360191628904E-02        0.5129720802023331E+00        0.6608678787580397E-05       -0.4202428963095488E-02        0.1093441705487241E+01       -0.1545360191628904E-02        0.5129720802023331E+00       -0.3999999999999760E+00       -0.3999999999613263E+00       -0.3999999998414251E+00        0.0000000000000000E+00       -0.1650967206702552E-02        0.8170413598605422E+00        0.2700000000000000E+01        0.2700000000000000E+01        0.1060900092124939E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.6000000000000001E+00        0.3517779909861715E-01        0.2270485181494780E+00        0.1416867979132900E+01        0.2297574970828399E+00       -0.2130358431020919E-06       -0.1440622554409813E-04       -0.2385845984248002E-02        0.7316604212997814E+00        0.9006972608139800E-05       -0.2511922693395979E-02        0.9840750671646754E+00       -0.2385845984248002E-02        0.7316604212997814E+00       -0.3999999999999546E+00       -0.3999999994588330E+00       -0.3999999978551100E+00        0.0000000000000000E+00       -0.2033958026764950E-02        0.1231202382552509E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.1990400254726410E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.8000000000000000E+00        0.6066609050265682E-01        0.3910938112452834E+00        0.1416428523322645E+01        0.3957710826860896E+00       -0.7281187473296733E-05       -0.6722657489473065E-04       -0.2888230522927198E-02        0.9284754347327164E+00        0.1094630797027576E-04       -0.3770037577059677E-02        0.8856678590627111E+00       -0.2888230522927198E-02        0.9284754347327164E+00       -0.3999999999469843E+00       -0.3999999868109229E+00       -0.3999999505354702E+00        0.0000000000000000E+00       -0.2657780946694190E-02        0.1630175164513918E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.1146599650382996E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.1000000000000000E+01        0.9200564649184667E-01        0.5920734762209797E+00        0.1415762121153182E+01        0.5991795268138871E+00       -0.2546965354502701E-04       -0.1092514716946899E-03       -0.3642238038339133E-02        0.1105609006545259E+01        0.1252082575444722E-04       -0.3337416451781870E-02        0.7970762591394599E+00       -0.3642238038339133E-02        0.1105609006545259E+01       -0.3999999993512968E+00       -0.3999999598911227E+00       -0.3999998593192223E+00        0.0000000000000000E+00       -0.3481367753352533E-02        0.2036289428620280E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.1629999279975891E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.1200000000000000E+01        0.1287190544977294E+00        0.8262766808198828E+00        0.1414817623711355E+01        0.8362428533057280E+00       -0.5377706973023815E-04       -0.1201050499782802E-03       -0.4309721328695507E-02        0.1265024258373151E+01        0.1379597875831857E-04       -0.5159159636227439E-02        0.7173634336405194E+00       -0.4309721328695507E-02        0.1265024258373151E+01       -0.3999999971080268E+00       -0.3999999395109833E+00       -0.3999998080567980E+00        0.0000000000000000E+00       -0.4388806848542938E-02        0.2355997997366224E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.1097400486469269E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.1400000000000000E+01        0.1704160097602135E+00        0.1090357151905109E+01        0.1413525012630941E+01        0.1103594973653168E+01       -0.8359247484441450E-04       -0.1036913360436420E-03       -0.5341553255940995E-02        0.1408496945101254E+01        0.1483589522180102E-04       -0.6675743962737048E-02        0.6456236065600673E+00       -0.5341553255940995E-02        0.1408496945101254E+01       -0.3999999930122982E+00       -0.3999999377504424E+00       -0.3999998274388936E+00        0.0000000000000000E+00       -0.5403713450278113E-02        0.2689610625908380E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.1455101370811462E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.1600000000000000E+01        0.2168076162550290E+00        0.1381293454402583E+01        0.1411751909708712E+01        0.1398206834804621E+01       -0.1123704488289681E-03       -0.9322584939948132E-04       -0.6676702048488404E-02        0.1537621666413268E+01        0.1568744877808315E-04       -0.6687141089463523E-02        0.5810428135023027E+00       -0.6676702048488404E-02        0.1537621666413268E+01       -0.3999999873728822E+00       -0.3999999316011135E+00       -0.3999998313311227E+00        0.0000000000000000E+00       -0.6707062048350777E-02        0.2700000000000000E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.1405400037765503E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.1800000000000000E+01        0.2677106537252830E+00        0.1696352841700233E+01        0.1409405083399890E+01        0.1717352024357320E+01       -0.1396729629650287E-03       -0.7370180357737393E-04       -0.8014130266381108E-02        0.1653830229113728E+01        0.1638065246466311E-04       -0.8937089037684752E-02        0.5229208911996165E+00       -0.8014130266381108E-02        0.1653830229113728E+01       -0.3999999804914635E+00       -0.3999999336443787E+00       -0.3999998589856801E+00        0.0000000000000000E+00       -0.8122861140366314E-02        0.2700000000000000E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.1638299226760864E-01        0.1000000000000000E+02        0.0000000000000000E+00
